0 c.name;1 c.surname;2 c.ak;3  c.birthdate;4 p.name;5 p.surname;6 p.ak;7 p.email;8 p.phone;9 p.address;10 a.surname;11 a.name;12 a.ak;13 a.phone;14 a.email;15 a.address
Ekvilija;Duseikytė;61709260301;2017-09-26;Ladislava;Rabcevičaitė;49404150315;user31@user.lt;+37060000031;"Ilgiausia g. 31, Vilnius";;;;;;
Venancija;Vavžinavičytė;61709260312;2017-09-26;Levonida;Mielutytė;49404150304;user32@user.lt;+37060000032;"Ilgiausia g. 32, Vilnius";;;;;;
Marijona;Kuodžaitė;61709260323;2017-09-26;Nadžija;Večkytė;49404150337;user33@user.lt;+37060000033;"Ilgiausia g. 33, Vilnius";;;;;;
Judrė;Šuflaitė;61709260334;2017-09-26;Minte;Daminevskiūtė;49404150359;user34@user.lt;+37060000034;"Ilgiausia g. 34, Vilnius";;;;;;
Ginvyda;Kovaliukiūtė;61709260345;2017-09-26;Almanė;Izėnaitė;49404150381;user35@user.lt;+37060000035;"Ilgiausia g. 35, Vilnius";;;;;;
Magdelena;Kasiulevičiūtė;61709260356;2017-09-26;Saugė;Tuntaitė;49404150348;user36@user.lt;+37060000036;"Ilgiausia g. 36, Vilnius";;;;;;
Laiminta;Biržiūtė;61709260367;2017-09-26;Jolanta;Cesiulytė;49404150392;user37@user.lt;+37060000037;"Ilgiausia g. 37, Vilnius";;;;;;
Sindija;Brockiūtė;61709260393;2017-09-26;Samuela;Zienkaitė;49404150370;user38@user.lt;+37060000038;"Ilgiausia g. 38, Vilnius";;;;;;
Afemija;Stavytė;61709260389;2017-09-26;Milgintė;Krevaldaitė;49404150326;user39@user.lt;+37060000039;"Ilgiausia g. 39, Vilnius";;;;;;
Gedimina;Greblauskiūtė;61709260378;2017-09-26;Alfonsas;Drinauskis;38605150417;user40@user.lt;+37060000040;"Ilgiausia g. 40, Vilnius";;;;;;
Irėna;Matiekaitaitė;61709260400;2017-09-26;Vytalijus;Pržialgauskas;38605150483;user41@user.lt;+37060000041;"Ilgiausia g. 41, Vilnius";;;;;;
Gytė;Lišauskytė;61709260410;2017-09-26;Galminas;Dygymas;38605150461;user42@user.lt;+37060000042;"Ilgiausia g. 42, Vilnius";;;;;;
Daumantė;Ožkeliūtė;61709260421;2017-09-26;Lauris;Pūpelis;38605150494;user43@user.lt;+37060000043;"Ilgiausia g. 43, Vilnius";;;;;;
Žintautė;Kašlaitė;61709260432;2017-09-26;Radulfas;Grodeikis;38605150472;user44@user.lt;+37060000044;"Ilgiausia g. 44, Vilnius";;;;;;
Iulija;Skrebaitė;61709260443;2017-09-26;Trifonas;Svila;38605150450;user45@user.lt;+37060000045;"Ilgiausia g. 45, Vilnius";;;;;;
Epraksija;Knizikevičiūtė;61709260454;2017-09-26;Gedeiminas;Kveselevičius;38605150406;user46@user.lt;+37060000046;"Ilgiausia g. 46, Vilnius";;;;;;
Scholė;Jurgevičytė;61709260465;2017-09-26;Geitvydas;Zykus;38605150443;user47@user.lt;+37060000047;"Ilgiausia g. 47, Vilnius";;;;;;
Polė;Kralėdaitė;61709260476;2017-09-26;Mečius;Navackas;38605150428;user48@user.lt;+37060000048;"Ilgiausia g. 48, Vilnius";;;;;;
Viltis;Kongelaitė;61709260498;2017-09-26;Eivis;Vapšys;38605150439;user49@user.lt;+37060000049;"Ilgiausia g. 49, Vilnius";;;;;;
Liongina;Aleksejiūtė;61709260487;2017-09-26;Zene;Kerbėlytė;49406150587;user50@user.lt;+37060000050;"Ilgiausia g. 50, Vilnius";;;;;;
Ramvydė;Valenčiūtė;61709260508;2017-09-26;Laisvida;Apčinskiūtė;49406150503;user51@user.lt;+37060000051;"Ilgiausia g. 51, Vilnius";;;;;;
Elvija;Maženiūtė;61709260596;2017-09-26;Janislava;Kūlokytė;49406150598;user52@user.lt;+37060000052;"Ilgiausia g. 52, Vilnius";;;;;;
Aiginta;Zemitytė;61709260519;2017-09-26;Verdženija;Skadiniūtė;49406150521;user53@user.lt;+37060000053;"Ilgiausia g. 53, Vilnius";;;;;;
Gena;Urbanskiūtė;61709260528;2017-09-26;Bytautė;Četvergaitė;49406150576;user54@user.lt;+37060000054;"Ilgiausia g. 54, Vilnius";;;;;;
Minvydė;Barzdukytė;61709260530;2017-09-26;Tolminė;Liupševičytė;49406150554;user55@user.lt;+37060000055;"Ilgiausia g. 55, Vilnius";;;;;;
Darata;Šepelevskytė;61709260541;2017-09-26;Uljanija;Zalubaitė;49406150543;user56@user.lt;+37060000056;"Ilgiausia g. 56, Vilnius";;;;;;
Gaudrimė;Balutaitė;61709260552;2017-09-26;Oktavija;Kirklys-masiokiūtė;49406150532;user57@user.lt;+37060000057;"Ilgiausia g. 57, Vilnius";;;;;;
Tesė;Zakarevičaitė;61709260563;2017-09-26;Jurgė;Ledytė;49406150565;user58@user.lt;+37060000058;"Ilgiausia g. 58, Vilnius";;;;;;
Dainora;Didorytė;61709260574;2017-09-26;Rufina;Norvaišiūtė;49406150510;user59@user.lt;+37060000059;"Ilgiausia g. 59, Vilnius";;;;;;
Algvina;Liegiūtė;61709260585;2017-09-26;Rusnis;Nanevičius;38807150654;user60@user.lt;+37060000060;"Ilgiausia g. 60, Vilnius";;;;;;
